0,0,184.702
2,0.105612,108.92
3,0.178002,107.995
4,0.293482,99.526
6,0.45625,98.504
8,0.6396,96.83808
20,1.57973,94.2192
100,5.6488,89.9755
1000,21.0855,88.6018
